,Weekday Accuracy,Weekday 2 Classes Accuracy,Weekday/Weekend Combined Accuracy,Weekday/Weekend Combined 2 Classes Accuracy,Weekend Accuracy,Weekend 2 Classes Accuracy
0,0.5889570713043213,0.8527607321739197,0.5337423086166382,0.8343558311462402,0.3619631826877594,0.6564416885375977
