,KNN Score Binary Weekend,KNN Score Binary Weekday,KNN Score Binary Combined,KNN Score 5 Category Analysis Weekend,KNN Score 5 Category Analysis Weekday,KNN Score 5 Category Analysis Combined
0,0.6012269938650306,0.8834355828220859,0.7975460122699386,0.27607361963190186,0.6380368098159509,0.4601226993865031
